"CHAVE DE ACESSO","MODELO","SÉRIE","NÚMERO","NATUREZA DA OPERAÇÃO","DATA EMISSÃO","EVENTO MAIS RECENTE","DATA/HORA EVENTO MAIS RECENTE","CPF/CNPJ Emitente","RAZÃO SOCIAL EMITENTE","INSCRIÇÃO ESTADUAL EMITENTE","UF EMITENTE","MUNICÍPIO EMITENTE","CNPJ DESTINATÁRIO","NOME DESTINATÁRIO","UF DESTINATÁRIO","INDICADOR IE DESTINATÁRIO","DESTINO DA OPERAÇÃO","CONSUMIDOR FINAL","PRESENÇA DO COMPRADOR","VALOR NOTA FISCAL"
"24250121172344000158550010000287791518005128","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28779","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:43:53","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","159.00"
"24250121172344000158550010000287821518005123","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28782","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:28:53","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","51.69"
"24250121172344000158550010000287831518005120","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28783","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:32:35","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","16.72"
"24250121172344000158550010000287841518005128","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28784","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:34:51","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","280.86"
"24250121172344000158550010000287851518005125","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28785","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:47:12","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","98.31"
"24250121172344000158550010000287861518005122","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28786","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:49:41","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","11.04"
"24250130386911000160550020000857751518005120","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","85775","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:57:14","30386911000160","L S MOURA DISTRIBUIDORA EIRELI","204926327","RN","NATAL","24365710000345","UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","49.50"
"24250121172344000158550010000287871518005120","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28787","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 06:58:42","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000345","UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","28.80"
"24250118413636000120550010000304341004319379","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30434","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:10:37","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","00394502039784","COMANDO DA MARINHA","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","316.00"
"24250118413636000120550010000304351001346216","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30435","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:12:17","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","00394502039784","COMANDO DA MARINHA","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","322.30"
"32250135831321000112550010000026701000172139","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2670","VENDA DE MERCADORIA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:30:04","35831321000112","CARVEL - CENTRO AUTOMOTIVO EIRELI","83624465","ES","VILA VELHA","32479123000143","UNIVERSIDADE FEDERAL DO ESPIRITO SANTO","ES","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","4729.90"
"24250118413636000120550010000304381007130454","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30438","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:42:30","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","94.60"
"24250118413636000120550010000304391000549341","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30439","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:46:52","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","45.90"
"24250118413636000120550010000304401001743509","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30440","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:57:43","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","09565307000104","BASE ADMINISTRATIVA DA GUARNICAO DE L","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","2198.90"
"24250101653918000100550000000078901395186017","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","0","7890","VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:04:52","01653918000100","COMERCIAL J.A. LTDA.","200773011","RN","NATAL","00394502006690","HOSPITAL NAVAL DE RECIFE (001575/01)","PE","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1331.50"
"31250130848671000178550010000005411619027650","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","541","VENDA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:08:28","30848671000178","ELAINE NEVES DE MEDEIROS ME","32247310079","MG","BELO HORIZONTE","95591764000105","CAMPUS CACHOEIRA DO SUL","RS","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1840.00"
"31250130848671000178550010000005421445945681","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","542","VENDA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:11:00","30848671000178","ELAINE NEVES DE MEDEIROS ME","32247310079","MG","BELO HORIZONTE","95591764000105","CAMPUS CACHOEIRA DO SUL","RS","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1100.00"
"33250102482141000113550010000140311692521618","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","14031","VENDA A PRAZO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:11:09","02482141000113","DENTAL BONSUCESSO PRODUTOS ODONTOLOGICOS LTDA","86331829","RJ","RIO DE JANEIRO","09553484000251","HOSPITAL MILITAR DE AREA DE BRASILIA","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","3258.30"
"11250105215132001398550010001063411112501419","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","106341","VENDA MERC.ADQ.OU REC.DE TERC.EM OPER.C/MERC.SUJ.REG.ST.TRIB","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 08:17:00","05215132001398","PEMAZA DISTRIBUIDORA DE AUTOPECAS E PNEUS LTDA","207861","RO","GUAJARA-MIRIM","09567156000123","COMANDO DE FRONTEIRA RONDONIA6 BIS","RO","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","265.00"
"33250102482141000113550010000140321130849375","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","14032","VENDA A PRAZO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:17:24","02482141000113","DENTAL BONSUCESSO PRODUTOS ODONTOLOGICOS LTDA","86331829","RJ","RIO DE JANEIRO","00394429017429","COMANDO DA AERONAUTICA","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","1500.00"
"35250146339373000192550020000015861102030404","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","1586","VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS. DEST","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:23:38","46339373000192","ALC MORAES COMERCIAL LTDA","456238799110","SP","MOGI MIRIM","18641263000145","UNIVERSIDADE FEDERAL DO OESTE DA BAHIA","BA","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","976.99"
"33250102482141000113550010000140331763707144","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","14033","VENDA A PRAZO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:24:49","02482141000113","DENTAL BONSUCESSO PRODUTOS ODONTOLOGICOS LTDA","86331829","RJ","RIO DE JANEIRO","09572948000277","4 COMPANHIA DE ENGENHARIA DE COMBATE MECANIZADA","MS","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","786.00"
"53250103160007000169550010001027051000585556","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","102705","VENDA DE PRODUCAO DO ESTABELECIMENTO. EFETUADA FORA DO ESTA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:30:34","03160007000169","CALEVI MINERADORA E COMERCIO LTDA","739639800122","DF","BRASILIA","00394494008382","MINISTERIO DA JUSTICA E SEGURANCA PUBLICA","DF","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","1487.79"
"24250118413636000120550010000304411006732006","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30441","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:31:50","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","60.75"
"22250118717757000166550010000042811616201342","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4281","VENDA DE MERCADORIA ADQUIRIDA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:32:32","18717757000166","SANTANA DISTRIBUIDORA LTDA","195223438","PI","TERESINA","10806496000220","INST. FED. PIAUI/CAMPUS TERESINA ZONA SUL","PI","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","604.70"
"24250118413636000120550010000304421008134219","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30442","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:33:20","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","60.00"
"35250136718488000134550010000032551431082221","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","3255","VENDA DE MERC DESTINADA A NAO CONTRIBUINTE","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:37:43","36718488000134","SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA","128735006117","SP","SAO PAULO","05756246000454","SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS DO MINISTERIO DA C","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","611.90"
"53250103160007000169550010001027071000585585","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","102707","VENDA DE PRODUCAO DO ESTABELECIMENTO. EFETUADA FORA DO ESTA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:55:35","03160007000169","CALEVI MINERADORA E COMERCIO LTDA","739639800122","DF","BRASILIA","26994558006830","PROCURADORIA DA UNIAO NO RN","DF","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","5828.16"
"41250147897601000102550010000010881470457098","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","1088","VENDA - FORA DO ESTADO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:05:30","47897601000102","FAC EDUCACAO E TECNOLOGIA LTDA","9096458409","PR","CURITIBA","28523215003989","UNIVERSIDADE FEDERAL FLUMINENSE","RJ","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2005.68"
"35250131004013002025550010000100271010921798","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","10027","Dev. Simb. Merc. Rec. Consig","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:14:27","31004013002025","LIVRARIA DA TRAVESSA LTDA","136062248112","SP","SÃO PAULO","33663683006238","FORUM DE CIENCIA E CULTURA DA UFRJ","RJ","CONTRIBUINTE ICMS","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","42.50"
"35250131004013002106550010000082741010921816","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","8274","Dev. Simb. Merc. Rec. Consig","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:15:15","31004013002106","LIVRARIA DA TRAVESSA LTDA","138569127118","SP","SÃO PAULO","33663683006238","FORUM DE CIENCIA E CULTURA DA UFRJ","RJ","CONTRIBUINTE ICMS","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","75.00"
"33250131004013001053550010005386671010921785","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","538667","Dev. Simb. Merc. Rec. Consig","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:14:08","31004013001053","LIVRARIA DA TRAVESSA LTDA","78769220","RJ","RIO DE JANEIRO","33663683006238","FORUM DE CIENCIA E CULTURA DA UFRJ","RJ","CONTRIBUINTE ICMS","1 - OPERAÇÃO INTERNA","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","15.00"
"35250131004013001649550010000053321010921824","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","5332","Dev. Simb. Merc. Rec. Consig","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:15:32","31004013001649","LIVRARIA DA TRAVESSA LTDA","118208909111","SP","SÃO PAULO","33663683006238","FORUM DE CIENCIA E CULTURA DA UFRJ","RJ","CONTRIBUINTE ICMS","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","420.00"
"33250131004013000162550010001283631010921804","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","128363","Dev. Simb. Merc. Rec. Consig","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:14:56","31004013000162","LIVRARIA DA TRAVESSA LTDA","83072091","RJ","RIO DE JANEIRO","33663683006238","FORUM DE CIENCIA E CULTURA DA UFRJ","RJ","CONTRIBUINTE ICMS","1 - OPERAÇÃO INTERNA","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2983.50"
"33250133116856000186550010000080311000810482","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","8031","Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:16:15","33116856000186","DENTALEX ODONTO CIRURGICA LTDA","81277346","RJ","RIO DE JANEIRO","33781055001026","FUNDACAO OSWALDO CRUZ INST PESQ CLINICA EVANDRO CHAGAS RJ","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","0 - NÃO SE APLICA","513.00"
"24250118413636000120550010000304431001617149","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","30443","1 - Venda de mercadoria adquirida ou recebida de terceiros","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:17:03","18413636000120","JM DISTRIBUIDORA DE ALIMENTOS EIRELI","202894720","RN","NATAL","00394502039784","COMANDO DA MARINHA","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","128.00"
"53250111668411000176550010001088891285101379","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","108889","REMESSA - AJUSTE SINIEF 02/24","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:19:28","11668411000176","LIFETRONIK MEDICAL IMPORTADORA E EXPORTADORA LTDA","767060500102","DF","BRASILIA","33663683005347","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO","RJ","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2650.00"
"33250133000167081942550010001071811241624673","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","107181","OUTRAS SAIDAS - REMESSA PARA ANALISE SEM RETORNO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:20:32","33000167081942","PETROLEO BRASILEIRO S.A.","81913951","RJ","RIO DE JANEIRO","01567601000143","UNIVERSIDADE FEDERAL DE GOIAS","GO","CONTRIBUINTE ICMS","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","258.00"
"33250109176323000105550010000165531208163800","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","16553","VENDA DE PRODUCAO DO ESTABELECIMENTO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:22:59","09176323000105","AGUA MINERAL OASIS DA SAUDE LTDA","78405520","RJ","CASIMIRO DE ABREU","00394429017933","GRUPAMENTO DE APOIO DOS AFONSOS - GAAP","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","9000.00"
"13250102377254000159550010000127391236126036","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","12739","VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 09:17:50","02377254000159","M DE N AFONSO A LIMITADA","41377710","AM","MANAUS","03410553000100","4 BATALHAO DE AVIAÇÃO DO EXERCITO","AM","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","777.00"
"33250109395157000138550020000039961252693009","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","3996","REMESSA - AJUSTE SINIEF 02/24.","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:27:58","09395157000138","3T MEDICAL MATERIAL HOSPITALAR LTDA","78589086","RJ","RIO DE JANEIRO","00394544021182","HOSPITAL SERVIDORES DO ESTADO RJ","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","8841.07"
"41250110158623000140550010000019921489547374","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","1992","VENDA - DENTRO DO ESTADO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:31:03","10158623000140","EBC SERVICOS EDUCACIONAIS LTDA","9044825527","PR","CURITIBA","10652179001510","156545 - INST. FED. DO PARANA/CAMPUS PITANGA","PR","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","165.00"
"35250142424189000190550010000006961261852110","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","696","VENDA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:32:46","42424189000190","PILLIAR DISTRIBUIDORA DE PRODUTOS. HIGIENE E LIMPEZA LTDA","121339736118","SP","SANTO ANDRE","00394429016457","COMANDO DA AERONAUTICA","SP","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","0 - NÃO SE APLICA","8398.46"
"41250147897601000102550010000010891439329170","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","1089","VENDA - FORA DO ESTADO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:34:54","47897601000102","FAC EDUCACAO E TECNOLOGIA LTDA","9096458409","PR","CURITIBA","28523215003989","UNIVERSIDADE FEDERAL FLUMINENSE","RJ","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","1307.94"
"23250157938249000160550010000000011610680176","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","1","COMPRA PARA COMERCIALIZACAO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:38:23","57938249000160","F. H. MACHADO DA PONTE LTDA","72234075","CE","CRATEUS","00394460007820","SUPERINTENDENCIA REGIONAL DA RFB NA 3 RF","CE","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","0 - NÃO SE APLICA","43613.00"
"41250101795809000110550070000015721442691757","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","7","1572","OUTRAS SAIDAS NAO ESPEC - DENTRO DO ESTADO","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:38:57","01795809000110","A PAGINA DISTRIBUIDORA DE LIVROS LTDA","9013217790","PR","CURITIBA","10652179001510","156545 - INST. FED. DO PARANA/CAMPUS PITANGA","PR","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","165.00"
"53250103160007000169550010001027121000585631","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","102712","VENDA DE PRODUCAO DO ESTABELECIMENTO. EFETUADA FORA DO ESTA","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:41:39","03160007000169","CALEVI MINERADORA E COMERCIO LTDA","739639800122","DF","BRASILIA","00889834000108","UND. COORD. APERF. DE PESSOAL NIVEL SUPERIOR","DF","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2520.00"
"35250135602160000195550020000000161673488200","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","16","VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCE","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 10:46:09","35602160000195","A DE MORAES FILHO ARTESANATO LTDA","688513788110","SP","TAUBATE","04892707001778","DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES","SP","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","1864.20"
